,feature_set,case,num_zero
49,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 0, 1, 0, 0)",0.0
50,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 0, 1, 0, 1)",0.0
51,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 0, 1, 1, -1)",0.0
52,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 0, 1, 1, 0)",0.0
53,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 0, 1, 1, 1)",0.0
54,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, -1, -1, -1)",0.0
55,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, -1, -1, 0)",0.0
56,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, -1, -1, 1)",0.0
57,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, -1, 0, -1)",0.0
58,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, -1, 0, 0)",0.0
59,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, -1, 0, 1)",0.0
60,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, -1, 1, -1)",0.0
61,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, -1, 1, 0)",0.0
62,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, -1, 1, 1)",0.0
63,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 0, -1, -1)",0.0
64,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 0, -1, 0)",0.0
65,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 0, -1, 1)",0.0
66,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 0, 0, -1)",0.0
67,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 0, 0, 0)",0.0
68,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 0, 0, 1)",0.0
69,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 0, 1, -1)",0.0
70,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 0, 1, 0)",0.0
71,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 0, 1, 1)",0.0
72,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 1, -1, -1)",0.0
73,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 1, -1, 0)",0.0
74,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 1, -1, 1)",0.0
75,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 1, 0, -1)",0.0
76,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 1, 0, 0)",0.0
77,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 1, 0, 1)",0.0
78,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 1, 1, -1)",0.0
79,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 1, 1, 0)",0.0
80,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(-1, 1, 1, 1, 1)",0.0
81,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, -1, -1, -1)",0.0
82,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, -1, -1, 0)",0.0
83,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, -1, -1, 1)",0.0
84,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, -1, 0, -1)",0.0
85,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, -1, 0, 0)",0.0
86,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, -1, 0, 1)",0.0
87,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, -1, 1, -1)",0.0
88,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, -1, 1, 0)",0.0
89,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, -1, 1, 1)",0.0
90,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 0, -1, -1)",0.0
91,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 0, -1, 0)",0.0
92,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 0, -1, 1)",0.0
93,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 0, 0, -1)",-10.0
94,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 0, 0, 0)",-10.0
95,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 0, 0, 1)",0.0
96,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 0, 1, -1)",0.0
97,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 0, 1, 0)",0.0
98,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 0, 1, 1)",0.0
99,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 1, -1, -1)",0.0
100,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 1, -1, 0)",0.0
101,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 1, -1, 1)",0.0
102,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 1, 0, -1)",0.0
103,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 1, 0, 0)",0.0
104,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 1, 0, 1)",0.0
105,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 1, 1, -1)",0.0
106,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 1, 1, 0)",0.0
107,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, -1, 1, 1, 1)",0.0
108,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, -1, -1, -1)",0.0
109,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, -1, -1, 0)",0.0
110,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, -1, -1, 1)",0.0
111,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, -1, 0, -1)",0.0
112,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, -1, 0, 0)",0.0
113,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, -1, 0, 1)",0.0
114,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, -1, 1, -1)",0.0
115,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, -1, 1, 0)",0.0
116,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, -1, 1, 1)",0.0
117,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 0, -1, -1)",0.0
118,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 0, -1, 0)",0.0
119,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 0, -1, 1)",0.0
120,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 0, 0, -1)",-10.0
121,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 0, 0, 0)",-10.0
122,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 0, 0, 1)",0.0
123,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 0, 1, -1)",-10.0
124,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 0, 1, 0)",0.0
125,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 0, 1, 1)",0.0
126,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 1, -1, -1)",0.0
127,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 1, -1, 0)",0.0
128,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 1, -1, 1)",0.0
129,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 1, 0, -1)",-10.0
130,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 1, 0, 0)",-10.0
131,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 1, 0, 1)",0.0
132,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 1, 1, -1)",0.0
133,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 1, 1, 0)",0.0
134,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 0, 1, 1, 1)",0.0
135,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, -1, -1, -1)",0.0
136,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, -1, -1, 0)",0.0
137,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, -1, -1, 1)",0.0
138,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, -1, 0, -1)",0.0
139,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, -1, 0, 0)",0.0
140,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, -1, 0, 1)",0.0
141,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, -1, 1, -1)",0.0
142,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, -1, 1, 0)",0.0
143,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, -1, 1, 1)",0.0
144,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 0, -1, -1)",0.0
145,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 0, -1, 0)",0.0
146,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 0, -1, 1)",0.0
147,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 0, 0, -1)",0.0
148,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 0, 0, 0)",-10.0
149,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 0, 0, 1)",-10.0
150,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 0, 1, -1)",0.0
151,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 0, 1, 0)",0.0
152,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 0, 1, 1)",0.0
153,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 1, -1, -1)",0.0
154,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 1, -1, 0)",0.0
155,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 1, -1, 1)",0.0
156,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 1, 0, -1)",0.0
157,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 1, 0, 0)",0.0
158,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 1, 0, 1)",0.0
159,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 1, 1, -1)",0.0
160,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 1, 1, 0)",0.0
161,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(0, 1, 1, 1, 1)",0.0
162,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, -1, -1, -1)",0.0
163,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, -1, -1, 0)",0.0
164,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, -1, -1, 1)",0.0
165,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, -1, 0, -1)",0.0
166,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, -1, 0, 0)",0.0
167,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, -1, 0, 1)",0.0
168,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, -1, 1, -1)",0.0
169,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, -1, 1, 0)",0.0
170,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, -1, 1, 1)",0.0
171,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 0, -1, -1)",0.0
172,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 0, -1, 0)",0.0
173,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 0, -1, 1)",0.0
174,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 0, 0, -1)",0.0
175,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 0, 0, 0)",0.0
176,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 0, 0, 1)",0.0
177,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 0, 1, -1)",0.0
178,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 0, 1, 0)",0.0
179,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 0, 1, 1)",0.0
180,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 1, -1, -1)",0.0
181,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 1, -1, 0)",0.0
182,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 1, -1, 1)",0.0
183,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 1, 0, -1)",0.0
184,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 1, 0, 0)",0.0
185,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 1, 0, 1)",0.0
186,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 1, 1, -1)",0.0
187,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 1, 1, 0)",0.0
188,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, -1, 1, 1, 1)",0.0
189,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, -1, -1, -1)",0.0
190,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, -1, -1, 0)",0.0
191,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, -1, -1, 1)",0.0
192,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, -1, 0, -1)",0.0
193,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, -1, 0, 0)",0.0
194,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, -1, 0, 1)",0.0
195,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, -1, 1, -1)",0.0
196,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, -1, 1, 0)",0.0
197,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, -1, 1, 1)",0.0
198,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 0, -1, -1)",0.0
199,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 0, -1, 0)",0.0
200,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 0, -1, 1)",0.0
201,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 0, 0, -1)",-10.0
202,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 0, 0, 0)",-10.0
203,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 0, 0, 1)",0.0
204,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 0, 1, -1)",-10.0
205,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 0, 1, 0)",0.0
206,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 0, 1, 1)",0.0
207,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 1, -1, -1)",0.0
208,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 1, -1, 0)",0.0
209,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 1, -1, 1)",0.0
210,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 1, 0, -1)",0.0
211,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 1, 0, 0)",-10.0
212,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 1, 0, 1)",0.0
213,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 1, 1, -1)",0.0
214,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 1, 1, 0)",0.0
215,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 0, 1, 1, 1)",0.0
216,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, -1, -1, -1)",0.0
217,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, -1, -1, 0)",0.0
218,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, -1, -1, 1)",0.0
219,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, -1, 0, -1)",0.0
220,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, -1, 0, 0)",0.0
221,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, -1, 0, 1)",0.0
222,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, -1, 1, -1)",0.0
223,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, -1, 1, 0)",0.0
224,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, -1, 1, 1)",0.0
225,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 0, -1, -1)",0.0
226,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 0, -1, 0)",0.0
227,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 0, -1, 1)",0.0
228,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 0, 0, -1)",10.0
229,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 0, 0, 0)",0.7269987279362623
230,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 0, 0, 1)",0.0
231,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 0, 1, -1)",0.0
232,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 0, 1, 0)",-10.0
233,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 0, 1, 1)",0.0
234,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 1, -1, -1)",0.0
235,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 1, -1, 0)",0.0
236,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 1, -1, 1)",0.0
237,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 1, 0, -1)",-10.0
238,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 1, 0, 0)",-10.0
239,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 1, 0, 1)",0.0
240,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 1, 1, -1)",0.0
241,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 1, 1, 0)",-10.0
242,Rv2021c+Rv2034+Rv2745c+Rv3557c+Rv3911,"(1, 1, 1, 1, 1)",0.0
243,Rv2595+Rv2827c+Rv3416+Rv3597c,"(-1, -1, -1, -1)",0.0
244,Rv2595+Rv2827c+Rv3416+Rv3597c,"(-1, -1, -1, 0)",0.0
245,Rv2595+Rv2827c+Rv3416+Rv3597c,"(-1, -1, -1, 1)",0.0
246,Rv2595+Rv2827c+Rv3416+Rv3597c,"(-1, -1, 0, -1)",0.0
247,Rv2595+Rv2827c+Rv3416+Rv3597c,"(-1, -1, 0, 0)",0.0
