,policy,mean,std,count,sigma,impurity,num_dim,stdb,clf
3391,default,0.8708399999999975,0.0019811156501373817,1000,0.5,0.0,20,1.0,SVM
3392,augment,0.8998799999999973,0.001847863685502844,1000,0.5,0.0,20,1.0,SVM
3393,average,0.9104399999999974,0.0016931252384490257,1000,0.5,0.0,20,1.0,SVM
3394,ensemble,0.9090799999999958,0.0016934052147141929,1000,0.5,0.0,20,1.0,SVM
3395,plurality,0.5199999999999929,2.2480577299018473e-16,1000,1.0,0.0,20,1.0,SVM
3396,default,0.7098399999999989,0.0028595369120456137,1000,1.0,0.0,20,1.0,SVM
3397,augment,0.7643999999999979,0.0024947271721900955,1000,1.0,0.0,20,1.0,SVM
3398,average,0.7632799999999974,0.002596455888934605,1000,1.0,0.0,20,1.0,SVM
3399,ensemble,0.7569599999999991,0.002499961641347348,1000,1.0,0.0,20,1.0,SVM
3400,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.0,-0.84,20,1.0,SVM
3401,default,1.0,0.0,1000,0.0,-0.84,20,1.0,SVM
3402,augment,1.0,0.0,1000,0.0,-0.84,20,1.0,SVM
3403,average,1.0,0.0,1000,0.0,-0.84,20,1.0,SVM
3404,ensemble,1.0,0.0,1000,0.0,-0.84,20,1.0,SVM
3405,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.025,-0.84,20,1.0,SVM
3406,default,1.0,0.0,1000,0.025,-0.84,20,1.0,SVM
3407,augment,1.0,0.0,1000,0.025,-0.84,20,1.0,SVM
3408,average,1.0,0.0,1000,0.025,-0.84,20,1.0,SVM
3409,ensemble,1.0,0.0,1000,0.025,-0.84,20,1.0,SVM
3410,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.05,-0.84,20,1.0,SVM
3411,default,1.0,0.0,1000,0.05,-0.84,20,1.0,SVM
3412,augment,1.0,0.0,1000,0.05,-0.84,20,1.0,SVM
3413,average,1.0,0.0,1000,0.05,-0.84,20,1.0,SVM
3414,ensemble,1.0,0.0,1000,0.05,-0.84,20,1.0,SVM
3415,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.08,-0.84,20,1.0,SVM
3416,default,1.0,0.0,1000,0.08,-0.84,20,1.0,SVM
3417,augment,1.0,0.0,1000,0.08,-0.84,20,1.0,SVM
3418,average,1.0,0.0,1000,0.08,-0.84,20,1.0,SVM
3419,ensemble,1.0,0.0,1000,0.08,-0.84,20,1.0,SVM
3420,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.1,-0.84,20,1.0,SVM
3421,default,1.0,0.0,1000,0.1,-0.84,20,1.0,SVM
3422,augment,1.0,0.0,1000,0.1,-0.84,20,1.0,SVM
3423,average,1.0,0.0,1000,0.1,-0.84,20,1.0,SVM
3424,ensemble,1.0,0.0,1000,0.1,-0.84,20,1.0,SVM
3425,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.3,-0.84,20,1.0,SVM
3426,default,0.9990800000000004,0.00018970922378627186,1000,0.3,-0.84,20,1.0,SVM
3427,augment,1.0,0.0,1000,0.3,-0.84,20,1.0,SVM
3428,average,0.99992,5.6540222822313e-05,1000,0.3,-0.84,20,1.0,SVM
3429,ensemble,1.0,0.0,1000,0.3,-0.84,20,1.0,SVM
3430,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.5,-0.84,20,1.0,SVM
3431,default,0.9872400000000028,0.0007195137942389243,1000,0.5,-0.84,20,1.0,SVM
3432,augment,0.9958400000000014,0.0004025623634375885,1000,0.5,-0.84,20,1.0,SVM
3433,average,0.9947200000000016,0.0004711088446883005,1000,0.5,-0.84,20,1.0,SVM
3434,ensemble,0.9951600000000014,0.00046388531943745683,1000,0.5,-0.84,20,1.0,SVM
3435,plurality,0.9199999999999848,4.847374480100858e-16,1000,1.0,-0.84,20,1.0,SVM
3436,default,0.8699199999999974,0.002203099463766271,1000,1.0,-0.84,20,1.0,SVM
3437,augment,0.9469600000000008,0.0014494341169088247,1000,1.0,-0.84,20,1.0,SVM
3438,average,0.9087599999999972,0.0019234765821715054,1000,1.0,-0.84,20,1.0,SVM
3439,ensemble,0.9193999999999979,0.0017291124399037335,1000,1.0,-0.84,20,1.0,SVM
3440,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.0,-0.76,20,1.0,SVM
3441,default,1.0,0.0,1000,0.0,-0.76,20,1.0,SVM
3442,augment,1.0,0.0,1000,0.0,-0.76,20,1.0,SVM
3443,average,1.0,0.0,1000,0.0,-0.76,20,1.0,SVM
3444,ensemble,1.0,0.0,1000,0.0,-0.76,20,1.0,SVM
3445,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.025,-0.76,20,1.0,SVM
3446,default,1.0,0.0,1000,0.025,-0.76,20,1.0,SVM
3447,augment,1.0,0.0,1000,0.025,-0.76,20,1.0,SVM
3448,average,1.0,0.0,1000,0.025,-0.76,20,1.0,SVM
3449,ensemble,1.0,0.0,1000,0.025,-0.76,20,1.0,SVM
3450,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.05,-0.76,20,1.0,SVM
3451,default,1.0,0.0,1000,0.05,-0.76,20,1.0,SVM
3452,augment,1.0,0.0,1000,0.05,-0.76,20,1.0,SVM
3453,average,1.0,0.0,1000,0.05,-0.76,20,1.0,SVM
3454,ensemble,1.0,0.0,1000,0.05,-0.76,20,1.0,SVM
3455,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.08,-0.76,20,1.0,SVM
3456,default,1.0,0.0,1000,0.08,-0.76,20,1.0,SVM
3457,augment,1.0,0.0,1000,0.08,-0.76,20,1.0,SVM
3458,average,1.0,0.0,1000,0.08,-0.76,20,1.0,SVM
3459,ensemble,1.0,0.0,1000,0.08,-0.76,20,1.0,SVM
3460,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.1,-0.76,20,1.0,SVM
3461,default,1.0,0.0,1000,0.1,-0.76,20,1.0,SVM
3462,augment,1.0,0.0,1000,0.1,-0.76,20,1.0,SVM
3463,average,1.0,0.0,1000,0.1,-0.76,20,1.0,SVM
3464,ensemble,1.0,0.0,1000,0.1,-0.76,20,1.0,SVM
3465,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.3,-0.76,20,1.0,SVM
3466,default,0.99988,6.921264617387809e-05,1000,0.3,-0.76,20,1.0,SVM
3467,augment,1.0,0.0,1000,0.3,-0.76,20,1.0,SVM
3468,average,1.0,0.0,1000,0.3,-0.76,20,1.0,SVM
3469,ensemble,1.0,0.0,1000,0.3,-0.76,20,1.0,SVM
3470,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.5,-0.76,20,1.0,SVM
3471,default,0.9276799999999982,0.0016889849822512534,1000,0.5,-0.76,20,1.0,SVM
3472,augment,0.962960000000002,0.00119292139785547,1000,0.5,-0.76,20,1.0,SVM
3473,average,0.9535600000000016,0.0012712759505876547,1000,0.5,-0.76,20,1.0,SVM
3474,ensemble,0.956520000000001,0.0012626495491164119,1000,0.5,-0.76,20,1.0,SVM
3475,plurality,0.8799999999999959,1.2996583750995055e-16,1000,1.0,-0.76,20,1.0,SVM
3476,default,0.7665199999999966,0.002723252780353985,1000,1.0,-0.76,20,1.0,SVM
3477,augment,0.8442399999999967,0.002109614389615514,1000,1.0,-0.76,20,1.0,SVM
3478,average,0.7867199999999978,0.0025208721499505576,1000,1.0,-0.76,20,1.0,SVM
3479,ensemble,0.8229599999999968,0.0021936386326034817,1000,1.0,-0.76,20,1.0,SVM
3480,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.0,-0.68,20,1.0,SVM
3481,default,1.0,0.0,1000,0.0,-0.68,20,1.0,SVM
3482,augment,1.0,0.0,1000,0.0,-0.68,20,1.0,SVM
3483,average,1.0,0.0,1000,0.0,-0.68,20,1.0,SVM
3484,ensemble,1.0,0.0,1000,0.0,-0.68,20,1.0,SVM
3485,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.025,-0.68,20,1.0,SVM
3486,default,1.0,0.0,1000,0.025,-0.68,20,1.0,SVM
3487,augment,1.0,0.0,1000,0.025,-0.68,20,1.0,SVM
3488,average,1.0,0.0,1000,0.025,-0.68,20,1.0,SVM
3489,ensemble,1.0,0.0,1000,0.025,-0.68,20,1.0,SVM
3490,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.05,-0.68,20,1.0,SVM
3491,default,1.0,0.0,1000,0.05,-0.68,20,1.0,SVM
3492,augment,1.0,0.0,1000,0.05,-0.68,20,1.0,SVM
3493,average,1.0,0.0,1000,0.05,-0.68,20,1.0,SVM
3494,ensemble,1.0,0.0,1000,0.05,-0.68,20,1.0,SVM
3495,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.08,-0.68,20,1.0,SVM
3496,default,1.0,0.0,1000,0.08,-0.68,20,1.0,SVM
3497,augment,1.0,0.0,1000,0.08,-0.68,20,1.0,SVM
3498,average,1.0,0.0,1000,0.08,-0.68,20,1.0,SVM
3499,ensemble,1.0,0.0,1000,0.08,-0.68,20,1.0,SVM
3500,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.1,-0.68,20,1.0,SVM
3501,default,1.0,0.0,1000,0.1,-0.68,20,1.0,SVM
3502,augment,1.0,0.0,1000,0.1,-0.68,20,1.0,SVM
3503,average,1.0,0.0,1000,0.1,-0.68,20,1.0,SVM
3504,ensemble,1.0,0.0,1000,0.1,-0.68,20,1.0,SVM
3505,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.3,-0.68,20,1.0,SVM
3506,default,0.9901200000000026,0.0006121767394799954,1000,0.3,-0.68,20,1.0,SVM
3507,augment,0.9968400000000012,0.0003551626958740772,1000,0.3,-0.68,20,1.0,SVM
3508,average,0.9970800000000012,0.00034813042784966747,1000,0.3,-0.68,20,1.0,SVM
3509,ensemble,0.9967600000000011,0.0003677467030955369,1000,0.3,-0.68,20,1.0,SVM
3510,plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.5,-0.68,20,1.0,SVM
3511,default,0.9732000000000028,0.0010258715379678034,1000,0.5,-0.68,20,1.0,SVM
3512,augment,0.9843600000000028,0.0008045108064144536,1000,0.5,-0.68,20,1.0,SVM
3513,average,0.9863600000000028,0.0007365411684983322,1000,0.5,-0.68,20,1.0,SVM
3514,ensemble,0.9868800000000024,0.0007230410696415424,1000,0.5,-0.68,20,1.0,SVM
3515,plurality,0.8400000000000056,1.7914210035155348e-16,1000,1.0,-0.68,20,1.0,SVM
3516,default,0.8119199999999971,0.002482917332187793,1000,1.0,-0.68,20,1.0,SVM
3517,augment,0.8827199999999972,0.0019047912824847386,1000,1.0,-0.68,20,1.0,SVM
3518,average,0.8511199999999963,0.002273304536025375,1000,1.0,-0.68,20,1.0,SVM
3519,ensemble,0.8655199999999967,0.002045706360774817,1000,1.0,-0.68,20,1.0,SVM
3520,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.0,-0.6,20,1.0,SVM
3521,default,1.0,0.0,1000,0.0,-0.6,20,1.0,SVM
3522,augment,1.0,0.0,1000,0.0,-0.6,20,1.0,SVM
3523,average,1.0,0.0,1000,0.0,-0.6,20,1.0,SVM
3524,ensemble,1.0,0.0,1000,0.0,-0.6,20,1.0,SVM
3525,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.025,-0.6,20,1.0,SVM
3526,default,1.0,0.0,1000,0.025,-0.6,20,1.0,SVM
3527,augment,1.0,0.0,1000,0.025,-0.6,20,1.0,SVM
3528,average,1.0,0.0,1000,0.025,-0.6,20,1.0,SVM
3529,ensemble,1.0,0.0,1000,0.025,-0.6,20,1.0,SVM
3530,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.05,-0.6,20,1.0,SVM
3531,default,1.0,0.0,1000,0.05,-0.6,20,1.0,SVM
3532,augment,1.0,0.0,1000,0.05,-0.6,20,1.0,SVM
3533,average,1.0,0.0,1000,0.05,-0.6,20,1.0,SVM
3534,ensemble,1.0,0.0,1000,0.05,-0.6,20,1.0,SVM
3535,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.08,-0.6,20,1.0,SVM
3536,default,1.0,0.0,1000,0.08,-0.6,20,1.0,SVM
3537,augment,1.0,0.0,1000,0.08,-0.6,20,1.0,SVM
3538,average,1.0,0.0,1000,0.08,-0.6,20,1.0,SVM
3539,ensemble,1.0,0.0,1000,0.08,-0.6,20,1.0,SVM
3540,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.1,-0.6,20,1.0,SVM
3541,default,1.0,0.0,1000,0.1,-0.6,20,1.0,SVM
3542,augment,1.0,0.0,1000,0.1,-0.6,20,1.0,SVM
3543,average,1.0,0.0,1000,0.1,-0.6,20,1.0,SVM
3544,ensemble,1.0,0.0,1000,0.1,-0.6,20,1.0,SVM
3545,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.3,-0.6,20,1.0,SVM
3546,default,0.9807600000000024,0.000846722705104417,1000,0.3,-0.6,20,1.0,SVM
3547,augment,0.9921600000000008,0.0005682052949922698,1000,0.3,-0.6,20,1.0,SVM
3548,average,0.9929600000000016,0.0005078349104741545,1000,0.3,-0.6,20,1.0,SVM
3549,ensemble,0.9917200000000014,0.0005690038359847526,1000,0.3,-0.6,20,1.0,SVM
3550,plurality,0.7999999999999887,3.582842007031069e-16,1000,0.5,-0.6,20,1.0,SVM
3551,default,0.8859999999999961,0.0019636333302976627,1000,0.5,-0.6,20,1.0,SVM
3552,augment,0.9230399999999984,0.0016423933316522786,1000,0.5,-0.6,20,1.0,SVM
3553,average,0.9217199999999984,0.0016756638831965868,1000,0.5,-0.6,20,1.0,SVM
3554,ensemble,0.924519999999998,0.0016433716166072293,1000,0.5,-0.6,20,1.0,SVM
3555,plurality,0.7999999999999887,3.582842007031069e-16,1000,1.0,-0.6,20,1.0,SVM
3556,default,0.745519999999998,0.002735143617913073,1000,1.0,-0.6,20,1.0,SVM
3557,augment,0.8188799999999966,0.0023305314795078304,1000,1.0,-0.6,20,1.0,SVM
3558,average,0.7898399999999972,0.002439410815161148,1000,1.0,-0.6,20,1.0,SVM
3559,ensemble,0.8016799999999973,0.0022518988984074413,1000,1.0,-0.6,20,1.0,SVM
3560,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.0,-0.52,20,1.0,SVM
3561,default,1.0,0.0,1000,0.0,-0.52,20,1.0,SVM
3562,augment,1.0,0.0,1000,0.0,-0.52,20,1.0,SVM
3563,average,1.0,0.0,1000,0.0,-0.52,20,1.0,SVM
3564,ensemble,1.0,0.0,1000,0.0,-0.52,20,1.0,SVM
3565,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.025,-0.52,20,1.0,SVM
3566,default,1.0,0.0,1000,0.025,-0.52,20,1.0,SVM
3567,augment,1.0,0.0,1000,0.025,-0.52,20,1.0,SVM
3568,average,1.0,0.0,1000,0.025,-0.52,20,1.0,SVM
3569,ensemble,1.0,0.0,1000,0.025,-0.52,20,1.0,SVM
3570,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.05,-0.52,20,1.0,SVM
3571,default,1.0,0.0,1000,0.05,-0.52,20,1.0,SVM
3572,augment,1.0,0.0,1000,0.05,-0.52,20,1.0,SVM
3573,average,1.0,0.0,1000,0.05,-0.52,20,1.0,SVM
3574,ensemble,1.0,0.0,1000,0.05,-0.52,20,1.0,SVM
3575,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.08,-0.52,20,1.0,SVM
3576,default,1.0,0.0,1000,0.08,-0.52,20,1.0,SVM
3577,augment,1.0,0.0,1000,0.08,-0.52,20,1.0,SVM
3578,average,1.0,0.0,1000,0.08,-0.52,20,1.0,SVM
3579,ensemble,1.0,0.0,1000,0.08,-0.52,20,1.0,SVM
3580,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.1,-0.52,20,1.0,SVM
3581,default,1.0,0.0,1000,0.1,-0.52,20,1.0,SVM
3582,augment,1.0,0.0,1000,0.1,-0.52,20,1.0,SVM
3583,average,1.0,0.0,1000,0.1,-0.52,20,1.0,SVM
3584,ensemble,1.0,0.0,1000,0.1,-0.52,20,1.0,SVM
3585,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.3,-0.52,20,1.0,SVM
3586,default,0.9844800000000028,0.0007608603738587707,1000,0.3,-0.52,20,1.0,SVM
3587,augment,0.9924800000000018,0.0005467618755441388,1000,0.3,-0.52,20,1.0,SVM
3588,average,0.9944400000000012,0.0004557346751061368,1000,0.3,-0.52,20,1.0,SVM
3589,ensemble,0.9934800000000016,0.0005005398487035146,1000,0.3,-0.52,20,1.0,SVM
3590,plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.5,-0.52,20,1.0,SVM
3591,default,0.9338799999999988,0.0014891484691471027,1000,0.5,-0.52,20,1.0,SVM
3592,augment,0.95288,0.0013117264296438635,1000,0.5,-0.52,20,1.0,SVM
3593,average,0.9561200000000007,0.0012461534811163955,1000,0.5,-0.52,20,1.0,SVM
3594,ensemble,0.9588800000000008,0.0011607294658501966,1000,0.5,-0.52,20,1.0,SVM
3595,plurality,0.7599999999999928,2.2831836319315643e-16,1000,1.0,-0.52,20,1.0,SVM
3596,default,0.760159999999999,0.002788790374293436,1000,1.0,-0.52,20,1.0,SVM
3597,augment,0.8144799999999971,0.0022979142738601193,1000,1.0,-0.52,20,1.0,SVM
3598,average,0.8017599999999959,0.0025196926898435946,1000,1.0,-0.52,20,1.0,SVM
3599,ensemble,0.8114399999999965,0.0023260560906686943,1000,1.0,-0.52,20,1.0,SVM
0,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.0,0.0,2,0.2,logistic
1,default,0.8799999999999959,1.2996583750995055e-16,1000,0.0,0.0,2,0.2,logistic
2,augment,0.8799999999999959,1.2996583750995055e-16,1000,0.0,0.0,2,0.2,logistic
3,average,0.8799999999999959,1.2996583750995055e-16,1000,0.0,0.0,2,0.2,logistic
4,ensemble,0.8799999999999959,1.2996583750995055e-16,1000,0.0,0.0,2,0.2,logistic
5,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.025,0.0,2,0.2,logistic
6,default,0.9425600000000004,0.0010707908259753576,1000,0.025,0.0,2,0.2,logistic
7,augment,0.9517600000000044,0.0008745669026822753,1000,0.025,0.0,2,0.2,logistic
8,average,0.94292,0.0010364109936447721,1000,0.025,0.0,2,0.2,logistic
9,ensemble,0.9433600000000011,0.0010443184385047462,1000,0.025,0.0,2,0.2,logistic
10,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.05,0.0,2,0.2,logistic
11,default,0.9328799999999986,0.0012920429462579713,1000,0.05,0.0,2,0.2,logistic
12,augment,0.9385999999999978,0.0012156964744202893,1000,0.05,0.0,2,0.2,logistic
13,average,0.9345199999999974,0.0012342986239533276,1000,0.05,0.0,2,0.2,logistic
14,ensemble,0.9339199999999976,0.0012469918157664913,1000,0.05,0.0,2,0.2,logistic
15,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.08,0.0,2,0.2,logistic
16,default,0.853599999999996,0.0020027608571796746,1000,0.08,0.0,2,0.2,logistic
17,augment,0.8584399999999959,0.0019794657573912965,1000,0.08,0.0,2,0.2,logistic
18,average,0.8570799999999966,0.0019868117729218934,1000,0.08,0.0,2,0.2,logistic
19,ensemble,0.856159999999997,0.0020267614961218816,1000,0.08,0.0,2,0.2,logistic
20,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.1,0.0,2,0.2,logistic
21,default,0.8744799999999966,0.0018902652466526232,1000,0.1,0.0,2,0.2,logistic
22,augment,0.8775599999999961,0.0018937879587833566,1000,0.1,0.0,2,0.2,logistic
23,average,0.8771599999999959,0.0019142619462337988,1000,0.1,0.0,2,0.2,logistic
24,ensemble,0.8769599999999963,0.001888259495917852,1000,0.1,0.0,2,0.2,logistic
25,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.3,0.0,2,0.2,logistic
26,default,0.6848399999999984,0.002840112786605608,1000,0.3,0.0,2,0.2,logistic
27,augment,0.7008399999999987,0.002809267944925569,1000,0.3,0.0,2,0.2,logistic
28,average,0.7007999999999988,0.0028522790002900307,1000,0.3,0.0,2,0.2,logistic
29,ensemble,0.6995999999999979,0.0027622219081511,1000,0.3,0.0,2,0.2,logistic
30,plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.5,0.0,2,0.2,logistic
31,default,0.5940400000000001,0.003237121770548239,1000,0.5,0.0,2,0.2,logistic
32,augment,0.6194799999999994,0.002978153622464599,1000,0.5,0.0,2,0.2,logistic
33,average,0.6193999999999992,0.0029625017158503787,1000,0.5,0.0,2,0.2,logistic
34,ensemble,0.6123199999999995,0.002971505922499131,1000,0.5,0.0,2,0.2,logistic
35,plurality,0.5199999999999929,2.2480577299018473e-16,1000,1.0,0.0,2,0.2,logistic
36,default,0.5382400000000006,0.003180033807212592,1000,1.0,0.0,2,0.2,logistic
37,augment,0.5527600000000008,0.003174028490240253,1000,1.0,0.0,2,0.2,logistic
38,average,0.5492400000000008,0.003217728418648184,1000,1.0,0.0,2,0.2,logistic
39,ensemble,0.5462000000000004,0.003278705523512287,1000,1.0,0.0,2,0.2,logistic
40,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.0,-0.84,2,0.2,logistic
41,default,0.9199999999999848,4.847374480100858e-16,1000,0.0,-0.84,2,0.2,logistic
42,augment,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.84,2,0.2,logistic
43,average,0.9199999999999848,4.847374480100858e-16,1000,0.0,-0.84,2,0.2,logistic
44,ensemble,0.9199999999999848,4.847374480100858e-16,1000,0.0,-0.84,2,0.2,logistic
45,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.025,-0.84,2,0.2,logistic
46,default,0.9199999999999848,4.847374480100858e-16,1000,0.025,-0.84,2,0.2,logistic
47,augment,0.9429599999999979,0.0007097479426825662,1000,0.025,-0.84,2,0.2,logistic
48,average,0.9199999999999848,4.847374480100858e-16,1000,0.025,-0.84,2,0.2,logistic
49,ensemble,0.9199999999999848,4.847374480100858e-16,1000,0.025,-0.84,2,0.2,logistic
50,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.05,-0.84,2,0.2,logistic
51,default,0.9199999999999848,4.847374480100858e-16,1000,0.05,-0.84,2,0.2,logistic
52,augment,0.9231999999999873,0.00034333347911014346,1000,0.05,-0.84,2,0.2,logistic
53,average,0.9199999999999848,4.847374480100858e-16,1000,0.05,-0.84,2,0.2,logistic
54,ensemble,0.9199999999999848,4.847374480100858e-16,1000,0.05,-0.84,2,0.2,logistic
55,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.08,-0.84,2,0.2,logistic
56,default,0.9199999999999848,4.847374480100858e-16,1000,0.08,-0.84,2,0.2,logistic
57,augment,0.9226799999999868,0.00035460307858695193,1000,0.08,-0.84,2,0.2,logistic
58,average,0.9199999999999848,4.847374480100858e-16,1000,0.08,-0.84,2,0.2,logistic
59,ensemble,0.9199999999999848,4.847374480100858e-16,1000,0.08,-0.84,2,0.2,logistic
60,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.1,-0.84,2,0.2,logistic
61,default,0.9200799999999848,8.000000000000098e-05,1000,0.1,-0.84,2,0.2,logistic
62,augment,0.9307999999999914,0.0006214065868223072,1000,0.1,-0.84,2,0.2,logistic
63,average,0.9202399999999848,9.77340879731918e-05,1000,0.1,-0.84,2,0.2,logistic
64,ensemble,0.9201199999999848,6.921264617387713e-05,1000,0.1,-0.84,2,0.2,logistic
65,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.3,-0.84,2,0.2,logistic
66,default,0.9209599999999882,0.000523978008081403,1000,0.3,-0.84,2,0.2,logistic
67,augment,0.922519999999989,0.0006391072351789327,1000,0.3,-0.84,2,0.2,logistic
68,average,0.9231999999999932,0.0009313578406968073,1000,0.3,-0.84,2,0.2,logistic
69,ensemble,0.9211999999999873,0.0004063559094256199,1000,0.3,-0.84,2,0.2,logistic
70,plurality,0.9199999999999848,4.847374480100858e-16,1000,0.5,-0.84,2,0.2,logistic
71,default,0.9171999999999872,0.0005415286264393184,1000,0.5,-0.84,2,0.2,logistic
72,augment,0.9192799999999854,0.00031934868652240507,1000,0.5,-0.84,2,0.2,logistic
73,average,0.9067999999999902,0.0011634059968529886,1000,0.5,-0.84,2,0.2,logistic
74,ensemble,0.9198399999999856,0.0002713817386045854,1000,0.5,-0.84,2,0.2,logistic
75,plurality,0.9199999999999848,4.847374480100858e-16,1000,1.0,-0.84,2,0.2,logistic
76,default,0.913479999999986,0.0007968215135929253,1000,1.0,-0.84,2,0.2,logistic
77,augment,0.9196399999999848,0.00013224177814854176,1000,1.0,-0.84,2,0.2,logistic
78,average,0.8917199999999895,0.0017677574965380858,1000,1.0,-0.84,2,0.2,logistic
79,ensemble,0.9186799999999852,0.0003532454987432782,1000,1.0,-0.84,2,0.2,logistic
80,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.0,-0.76,2,0.2,logistic
81,default,0.9199999999999848,4.847374480100858e-16,1000,0.0,-0.76,2,0.2,logistic
82,augment,1.0,0.0,1000,0.0,-0.76,2,0.2,logistic
83,average,0.9199999999999848,4.847374480100858e-16,1000,0.0,-0.76,2,0.2,logistic
84,ensemble,0.9199999999999848,4.847374480100858e-16,1000,0.0,-0.76,2,0.2,logistic
85,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.025,-0.76,2,0.2,logistic
86,default,0.8799999999999959,1.2996583750995055e-16,1000,0.025,-0.76,2,0.2,logistic
87,augment,0.8813199999999957,0.00022607235281809447,1000,0.025,-0.76,2,0.2,logistic
88,average,0.8799999999999959,1.2996583750995055e-16,1000,0.025,-0.76,2,0.2,logistic
89,ensemble,0.8799999999999959,1.2996583750995055e-16,1000,0.025,-0.76,2,0.2,logistic
90,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.05,-0.76,2,0.2,logistic
91,default,0.8820399999999955,0.0002784168025028609,1000,0.05,-0.76,2,0.2,logistic
92,augment,0.9160399999999862,0.0004104715421157596,1000,0.05,-0.76,2,0.2,logistic
93,average,0.8820799999999955,0.0002809849685526837,1000,0.05,-0.76,2,0.2,logistic
94,ensemble,0.8811599999999956,0.00021236642743027658,1000,0.05,-0.76,2,0.2,logistic
95,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.08,-0.76,2,0.2,logistic
96,default,0.8909599999999929,0.0005867048854599955,1000,0.08,-0.76,2,0.2,logistic
97,augment,0.9223999999999921,0.0007660462302151402,1000,0.08,-0.76,2,0.2,logistic
98,average,0.8948399999999918,0.0006268710931023713,1000,0.08,-0.76,2,0.2,logistic
99,ensemble,0.8900399999999931,0.000554532150470925,1000,0.08,-0.76,2,0.2,logistic
100,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.1,-0.76,2,0.2,logistic
101,default,0.8837999999999951,0.00040807661845115623,1000,0.1,-0.76,2,0.2,logistic
102,augment,0.8997999999999938,0.0009282357575646483,1000,0.1,-0.76,2,0.2,logistic
103,average,0.8853999999999947,0.0004646029012563925,1000,0.1,-0.76,2,0.2,logistic
104,ensemble,0.8824399999999953,0.00031328029708959786,1000,0.1,-0.76,2,0.2,logistic
105,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.3,-0.76,2,0.2,logistic
106,default,0.8808399999999955,0.0006891802154512019,1000,0.3,-0.76,2,0.2,logistic
107,augment,0.8831999999999955,0.0006472858556920482,1000,0.3,-0.76,2,0.2,logistic
108,average,0.8812399999999948,0.0011529925376132307,1000,0.3,-0.76,2,0.2,logistic
109,ensemble,0.8819999999999957,0.0005085849571690606,1000,0.3,-0.76,2,0.2,logistic
110,plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.5,-0.76,2,0.2,logistic
111,default,0.8760399999999963,0.0006968529285322769,1000,0.5,-0.76,2,0.2,logistic
112,augment,0.8797999999999957,0.00024334999325913018,1000,0.5,-0.76,2,0.2,logistic
