index,siglvl,prior_prob,num_sample,num_pos,instance_str,__col_key__,index
Rv0396[0]+Rv0930[-1]+Rv3805c[0],1.6777216000019024e-05,0.16,6,6,,5,Rv0396[0]+Rv0930[-1]+Rv3805c[0]
Rv0396[0]+Rv2393[-1]+Rv2737c[0],0.0006553599999999937,0.16,4,4,,5,Rv0396[0]+Rv2393[-1]+Rv2737c[0]
Rv0396[0]+Rv3544c[-1]+Rv3565[-1]+Rv3891c[1],1.8468359372803e-05,0.16,8,7,,5,Rv0396[0]+Rv3544c[-1]+Rv3565[-1]+Rv3891c[1]
Rv0397[-1]+Rv0935[0]+Rv2416c[1],0.0006553599999999937,0.16,4,4,,5,Rv0397[-1]+Rv0935[0]+Rv2416c[1]
Rv0397[-1]+Rv2416c[1]+Rv2633c[0],0.0006553599999999937,0.16,4,4,,5,Rv0397[-1]+Rv2416c[1]+Rv2633c[0]
Rv0399c[-1]+Rv0474[0]+Rv3853[-1],0.00010485760000000788,0.16,5,5,,5,Rv0399c[-1]+Rv0474[0]+Rv3853[-1]
Rv0399c[-1]+Rv0655[-1]+Rv2558[0],1.6777216000019024e-05,0.16,6,6,,5,Rv0399c[-1]+Rv0655[-1]+Rv2558[0]
Rv0399c[-1]+Rv0867c[0]+Rv0930[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0399c[-1]+Rv0867c[0]+Rv0930[-1]
Rv0399c[-1]+Rv1477[-1]+Rv2558[0],1.6777216000019024e-05,0.16,6,6,,5,Rv0399c[-1]+Rv1477[-1]+Rv2558[0]
Rv0399c[-1]+Rv1566c[-1],4.4773350433624515e-05,0.16,11,8,,5,Rv0399c[-1]+Rv1566c[-1]
Rv0399c[-1]+Rv1566c[-1]+Rv3386[-1],0.0005452595199999521,0.16,6,5,,5,Rv0399c[-1]+Rv1566c[-1]+Rv3386[-1]
Rv0399c[-1]+Rv1652[0]+Rv3157[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0399c[-1]+Rv1652[0]+Rv3157[-1]
Rv0399c[-1]+Rv1861[1]+Rv1885c[0]+Rv3140[-1],0.00010485760000000788,0.16,5,5,,5,Rv0399c[-1]+Rv1861[1]+Rv1885c[0]+Rv3140[-1]
Rv0399c[-1]+Rv2016[1]+Rv2428[1]+Rvnt05[-1],0.0005452595199999521,0.16,6,5,,5,Rv0399c[-1]+Rv2016[1]+Rv2428[1]+Rvnt05[-1]
Rv0399c[-1]+Rv2334[0]+Rv3158[-1],0.00010485760000000788,0.16,5,5,,5,Rv0399c[-1]+Rv2334[0]+Rv3158[-1]
Rv0399c[-1]+Rv3147[-1]+Rvnt44[0],0.000349932460441571,0.16,8,6,,5,Rv0399c[-1]+Rv3147[-1]+Rvnt44[0]
Rv0399c[-1]+Rv3805c[0]+Rv3891c[1],0.00020514894109480153,0.16,10,7,,5,Rv0399c[-1]+Rv3805c[0]+Rv3891c[1]
Rv0399c[0]+Rv0492c[-1]+Rv0655[-1]+Rv2558[0],0.0006553599999999937,0.16,4,4,,5,Rv0399c[0]+Rv0492c[-1]+Rv0655[-1]+Rv2558[0]
Rv0399c[0]+Rv0867c[0]+Rv0930[-1],0.0006553599999999937,0.16,4,4,,5,Rv0399c[0]+Rv0867c[0]+Rv0930[-1]
Rv0406c[-1]+Rv0412c[0]+Rv1277[0]+Rv3566A[-1],2.6843545599675167e-06,0.16,7,7,,5,Rv0406c[-1]+Rv0412c[0]+Rv1277[0]+Rv3566A[-1]
Rv0406c[-1]+Rv0474[0]+Rv2483c[0]+Rv2699c--Rv3524[1],1.6777216000019024e-05,0.16,6,6,,5,Rv0406c[-1]+Rv0474[0]+Rv2483c[0]+Rv2699c--Rv3524[1]
Rv0406c[-1]+Rv0847[1]+Rv1713[-1]+Rv2728c[-1],0.0009067921502371457,0.16,9,6,,5,Rv0406c[-1]+Rv0847[1]+Rv1713[-1]+Rv2728c[-1]
Rv0406c[-1]+Rv0851c[1]+Rv2393[-1],0.0005452595199999521,0.16,6,5,,5,Rv0406c[-1]+Rv0851c[1]+Rv2393[-1]
Rv0406c[-1]+Rv0935[0]+Rv1958c[1],1.6777216000019024e-05,0.16,6,6,,5,Rv0406c[-1]+Rv0935[0]+Rv1958c[1]
Rv0406c[-1]+Rv0935[0]+Rv2699c--Rv3524[1],2.6843545599675167e-06,0.16,7,7,,5,Rv0406c[-1]+Rv0935[0]+Rv2699c--Rv3524[1]
Rv0406c[-1]+Rv0935[0]+Rv2902c[-1],0.0009067921502371457,0.16,9,6,,5,Rv0406c[-1]+Rv0935[0]+Rv2902c[-1]
Rv0406c[-1]+Rv1197--Rv2347c[1]+Rv1713[-1],0.00048580622475169477,0.16,11,7,,5,Rv0406c[-1]+Rv1197--Rv2347c[1]+Rv1713[-1]
Rv0406c[-1]+Rv1438[-1]+Rv2450c[1],0.0006553599999999937,0.16,4,4,,5,Rv0406c[-1]+Rv1438[-1]+Rv2450c[1]
Rv0406c[-1]+Rv1477[-1]+Rv2558[0],1.6777216000019024e-05,0.16,6,6,,5,Rv0406c[-1]+Rv1477[-1]+Rv2558[0]
Rv0406c[-1]+Rv1566c[-1],0.00048580622475169477,0.16,11,7,,5,Rv0406c[-1]+Rv1566c[-1]
Rv0406c[-1]+Rv1601[0]+Rv1955[1]+Rv3135[1],0.000349932460441571,0.16,8,6,,5,Rv0406c[-1]+Rv1601[0]+Rv1955[1]+Rv3135[1]
Rv0406c[-1]+Rv1601[0]+Rv3405c[0]+Rv3453[1],0.00010485760000000788,0.16,5,5,,5,Rv0406c[-1]+Rv1601[0]+Rv3405c[0]+Rv3453[1]
Rv0406c[-1]+Rv1605[-1],0.00010485760000000788,0.16,5,5,,5,Rv0406c[-1]+Rv1605[-1]
Rv0406c[-1]+Rv1955[1]+Rv2496c[0],0.0009067921502371457,0.16,9,6,,5,Rv0406c[-1]+Rv1955[1]+Rv2496c[0]
Rv0406c[-1]+Rv1958c[1],0.0009067921502371457,0.16,9,6,,5,Rv0406c[-1]+Rv1958c[1]
Rv0406c[-1]+Rv1961[0]+Rv3891c[1],0.00048580622475169477,0.16,11,7,,5,Rv0406c[-1]+Rv1961[0]+Rv3891c[1]
Rv0406c[-1]+Rv2335[-1]+Rv2936[0],0.0006553599999999937,0.16,4,4,,5,Rv0406c[-1]+Rv2335[-1]+Rv2936[0]
Rv0406c[-1]+Rv2450c[1]+Rv2982c[-1],0.00010485760000000788,0.16,5,5,,5,Rv0406c[-1]+Rv2450c[1]+Rv2982c[-1]
Rv0406c[-1]+Rv2483c[0]+Rv2552c[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0406c[-1]+Rv2483c[0]+Rv2552c[-1]
Rv0406c[-1]+Rv2526[0]+Rv3891c[1],0.0009067921502371457,0.16,9,6,,5,Rv0406c[-1]+Rv2526[0]+Rv3891c[1]
Rv0406c[-1]+Rv3140[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0406c[-1]+Rv3140[-1]
Rv0406c[0]+Rv0935[0]+Rv2699c--Rv3524[1],0.0005452595199999521,0.16,6,5,,5,Rv0406c[0]+Rv0935[0]+Rv2699c--Rv3524[1]
Rv0410c[0]+Rv0959[0]+Rv2016[1]+Rv3891c[1],0.000349932460441571,0.16,8,6,,5,Rv0410c[0]+Rv0959[0]+Rv2016[1]+Rv3891c[1]
Rv0410c[0]+Rv2016[1]+Rv3891c[1],0.00025759817426451725,0.16,13,8,,5,Rv0410c[0]+Rv2016[1]+Rv3891c[1]
Rv0410c[0]+Rv3891c[1],1.9769028390625998e-05,0.16,21,12,,5,Rv0410c[0]+Rv3891c[1]
Rv0411c[0]+Rv1362c[0]+Rv1725c[0]+Rv3756c[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0411c[0]+Rv1362c[0]+Rv1725c[0]+Rv3756c[-1]
Rv0411c[0]+Rv1725c[0]+Rv1839c[0]+Rv2310[-1],0.00020514894109480153,0.16,10,7,,5,Rv0411c[0]+Rv1725c[0]+Rv1839c[0]+Rv2310[-1]
Rv0411c[0]+Rv2694c[0],-0.0006602828460798849,0.16,42,0,,5,Rv0411c[0]+Rv2694c[0]
Rv0412c[0]+Rv0535[-1]+Rv1713[-1],0.00011533861032453352,0.16,12,8,,5,Rv0412c[0]+Rv0535[-1]+Rv1713[-1]
Rv0412c[0]+Rv0560c[-1]+Rv2958c[1],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv0560c[-1]+Rv2958c[1]
Rv0412c[0]+Rv0597c[-1]+Rv1277[0],9.99405052048985e-08,0.16,13,11,,5,Rv0412c[0]+Rv0597c[-1]+Rv1277[0]
Rv0412c[0]+Rv0597c[-1]+Rv1277[0]+Rv3165c[-1],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv0597c[-1]+Rv1277[0]+Rv3165c[-1]
Rv0412c[0]+Rv0597c[-1]+Rv1277[0]+Rv3165c[0],0.0006553599999999937,0.16,4,4,,5,Rv0412c[0]+Rv0597c[-1]+Rv1277[0]+Rv3165c[0]
Rv0412c[0]+Rv0597c[0]+Rv1277[0],-0.00046589557619391986,0.16,44,0,,5,Rv0412c[0]+Rv0597c[0]+Rv1277[0]
Rv0412c[0]+Rv0655[-1],1.9769028390625998e-05,0.16,21,12,,5,Rv0412c[0]+Rv0655[-1]
Rv0412c[0]+Rv0655[-1]+Rv1362c[0]+Rv2064[0],0.0006553599999999937,0.16,4,4,,5,Rv0412c[0]+Rv0655[-1]+Rv1362c[0]+Rv2064[0]
Rv0412c[0]+Rv0655[-1]+Rv2064[-1],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv0655[-1]+Rv2064[-1]
Rv0412c[0]+Rv0655[-1]+Rv2064[0],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv0655[-1]+Rv2064[0]
Rv0412c[0]+Rv0655[0],-0.0007860510072379423,0.16,41,0,,5,Rv0412c[0]+Rv0655[0]
Rv0412c[0]+Rv0676c--Rv2829c[-1]+Rv1860[1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv0676c--Rv2829c[-1]+Rv1860[1]
Rv0412c[0]+Rv0676c--Rv2829c[-1]+Rv3054c[0]+Rv3291c[0],4.294967296258889e-07,0.16,8,8,,5,Rv0412c[0]+Rv0676c--Rv2829c[-1]+Rv3054c[0]+Rv3291c[0]
Rv0412c[0]+Rv0726c[1],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv0726c[1]
Rv0412c[0]+Rv0828c[-1]+Rv1884c[-1]+Rv3555c[0],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv0828c[-1]+Rv1884c[-1]+Rv3555c[0]
Rv0412c[0]+Rv0848[1],0.00035984926105014914,0.16,23,11,,5,Rv0412c[0]+Rv0848[1]
Rv0412c[0]+Rv0848[1]+Rv0944[-1],1.8468359372803e-05,0.16,8,7,,5,Rv0412c[0]+Rv0848[1]+Rv0944[-1]
Rv0412c[0]+Rv0865[0]+Rv1614[-1]+Rv1861[1],0.0009067921502371457,0.16,9,6,,5,Rv0412c[0]+Rv0865[0]+Rv1614[-1]+Rv1861[1]
Rv0412c[0]+Rv0930[-1]+Rv3581c[-1],0.0009067921502371457,0.16,9,6,,5,Rv0412c[0]+Rv0930[-1]+Rv3581c[-1]
Rv0412c[0]+Rv0969[1],0.000266401196081123,0.16,16,9,,5,Rv0412c[0]+Rv0969[1]
Rv0412c[0]+Rv0969[1]+Rv3670[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv0969[1]+Rv3670[-1]
Rv0412c[0]+Rv1044[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv1044[-1]
Rv0412c[0]+Rv1047--Rv1199c--Rv2512c--Rv3023c--Rv3115[1],6.871947677566936e-08,0.16,9,9,,5,Rv0412c[0]+Rv1047--Rv1199c--Rv2512c--Rv3023c--Rv3115[1]
Rv0412c[0]+Rv1072[1]+Rv1725c[0],7.150261554378368e-05,0.16,9,7,,5,Rv0412c[0]+Rv1072[1]+Rv1725c[0]
Rv0412c[0]+Rv1073[0],-0.0002761381715924438,0.16,47,0,,5,Rv0412c[0]+Rv1073[0]
Rv0412c[0]+Rv1073[1],2.814749544555184e-10,0.16,12,12,,5,Rv0412c[0]+Rv1073[1]
Rv0412c[0]+Rv1178[-1]+Rv2744c[1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv1178[-1]+Rv2744c[1]
Rv0412c[0]+Rv1187[0]+Rv2848c[-1],2.814749544555184e-10,0.16,12,12,,5,Rv0412c[0]+Rv1187[0]+Rv2848c[-1]
Rv0412c[0]+Rv1277[0]+Rv2552c[-1],6.871947677566936e-08,0.16,9,9,,5,Rv0412c[0]+Rv1277[0]+Rv2552c[-1]
Rv0412c[0]+Rv1277[0]+Rv2706c[1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv1277[0]+Rv2706c[1]
Rv0412c[0]+Rv1277[0]+Rv3566A[-1],9.99405052048985e-08,0.16,13,11,,5,Rv0412c[0]+Rv1277[0]+Rv3566A[-1]
Rv0412c[0]+Rv1277[0]+Rv3879c[1],4.294967296258889e-07,0.16,8,8,,5,Rv0412c[0]+Rv1277[0]+Rv3879c[1]
Rv0412c[0]+Rv1318c[0]+Rv1955[1],0.00048580622475169477,0.16,11,7,,5,Rv0412c[0]+Rv1318c[0]+Rv1955[1]
Rv0412c[0]+Rv1343c[1]+Rv1720c[0],0.00013590934327023518,0.16,15,9,,5,Rv0412c[0]+Rv1343c[1]+Rv1720c[0]
Rv0412c[0]+Rv1347c[1]+Rv1975[0],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv1347c[1]+Rv1975[0]
Rv0412c[0]+Rv1347c[1]+Rv2122c[1],6.871947677566936e-08,0.16,9,9,,5,Rv0412c[0]+Rv1347c[1]+Rv2122c[1]
Rv0412c[0]+Rv1369c--Rv1756c--Rv2355--Rv2479c--Rv2814c--Rv3380c[0]+Rv2393[-1],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv1369c--Rv1756c--Rv2355--Rv2479c--Rv2814c--Rv3380c[0]+Rv2393[-1]
Rv0412c[0]+Rv1386[-1]+Rv3703c[-1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv1386[-1]+Rv3703c[-1]
Rv0412c[0]+Rv1471[1],1.7592186596360193e-09,0.16,11,11,,5,Rv0412c[0]+Rv1471[1]
Rv0412c[0]+Rv1471[1]+Rvnt16[-1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv1471[1]+Rvnt16[-1]
Rv0412c[0]+Rv1471[1]+Rvnt16[0],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv1471[1]+Rvnt16[0]
Rv0412c[0]+Rv1473[1]+Rv3054c[0],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv1473[1]+Rv3054c[0]
Rv0412c[0]+Rv1477[-1],9.925308832814395e-06,0.16,20,12,,5,Rv0412c[0]+Rv1477[-1]
Rv0412c[0]+Rv1477[-1]+Rvnt44[0],0.0005165105806353987,0.16,14,8,,5,Rv0412c[0]+Rv1477[-1]+Rvnt44[0]
Rv0412c[0]+Rv1566c[-1],2.814749544555184e-10,0.16,12,12,,5,Rv0412c[0]+Rv1566c[-1]
Rv0412c[0]+Rv1566c[0],-0.00039135228400288824,0.16,45,0,,5,Rv0412c[0]+Rv1566c[0]
Rv0412c[0]+Rv1604[-1],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv1604[-1]
Rv0412c[0]+Rv1605[-1],6.871947677566936e-08,0.16,9,9,,5,Rv0412c[0]+Rv1605[-1]
Rv0412c[0]+Rv1613[-1]+Rv2446c[-1],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv1613[-1]+Rv2446c[-1]
Rv0412c[0]+Rv1614[-1]+Rv2073c[0],0.000349932460441571,0.16,8,6,,5,Rv0412c[0]+Rv1614[-1]+Rv2073c[0]
Rv0412c[0]+Rv1725c[0]+Rv1936[0]+Rv2485c[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv1725c[0]+Rv1936[0]+Rv2485c[-1]
Rv0412c[0]+Rv1725c[0]+Rv2485c[-1],2.770219546199826e-06,0.16,11,9,,5,Rv0412c[0]+Rv1725c[0]+Rv2485c[-1]
Rv0412c[0]+Rv1725c[0]+Rv3881c[1],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv1725c[0]+Rv3881c[1]
Rv0412c[0]+Rv1783[1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv1783[1]
Rv0412c[0]+Rv1815[-1],1.8610224694626254e-08,0.16,14,12,,5,Rv0412c[0]+Rv1815[-1]
Rv0412c[0]+Rv1857[-1]+Rv1869c[-1],0.00048580622475169477,0.16,11,7,,5,Rv0412c[0]+Rv1857[-1]+Rv1869c[-1]
Rv0412c[0]+Rv1860[1]+Rv3395c[-1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv1860[1]+Rv3395c[-1]
Rv0412c[0]+Rv1861[1]+Rv2122c[1]+Rv2867c[0],0.00048580622475169477,0.16,11,7,,5,Rv0412c[0]+Rv1861[1]+Rv2122c[1]+Rv2867c[0]
Rv0412c[0]+Rv1861[1]+Rv2552c[-1],4.294967296258889e-07,0.16,8,8,,5,Rv0412c[0]+Rv1861[1]+Rv2552c[-1]
Rv0412c[0]+Rv1861[1]+Rv3173c[-1],4.294967296258889e-07,0.16,8,8,,5,Rv0412c[0]+Rv1861[1]+Rv3173c[-1]
Rv0412c[0]+Rv1884c[-1],3.71333496905768e-05,0.16,22,12,,5,Rv0412c[0]+Rv1884c[-1]
Rv0412c[0]+Rv1884c[-1]+Rv3555c[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv1884c[-1]+Rv3555c[-1]
Rv0412c[0]+Rv1884c[-1]+Rv3555c[0],0.000349932460441571,0.16,8,6,,5,Rv0412c[0]+Rv1884c[-1]+Rv3555c[0]
Rv0412c[0]+Rv1975[0]+Rv3564[-1],0.000349932460441571,0.16,8,6,,5,Rv0412c[0]+Rv1975[0]+Rv3564[-1]
Rv0412c[0]+Rv1975[0]+Rv3913[1],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv1975[0]+Rv3913[1]
Rv0412c[0]+Rv2021c[1],0.0009514834233385061,0.16,15,8,,5,Rv0412c[0]+Rv2021c[1]
Rv0412c[0]+Rv2021c[1]+Rv3505[-1],0.0005452595199999521,0.16,6,5,,5,Rv0412c[0]+Rv2021c[1]+Rv3505[-1]
Rv0412c[0]+Rv2022c[1],0.00013590934327023518,0.16,15,9,,5,Rv0412c[0]+Rv2022c[1]
Rv0412c[0]+Rv2035[1]+Rv2744c[1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv2035[1]+Rv2744c[1]
Rv0412c[0]+Rv2035[1]+Rv3583c[-1]+Rv3914[1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv2035[1]+Rv3583c[-1]+Rv3914[1]
Rv0412c[0]+Rv2073c[-1]+Rv2694c[1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv2073c[-1]+Rv2694c[1]
Rv0412c[0]+Rv2073c[0]+Rv2694c[1],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv2073c[0]+Rv2694c[1]
Rv0412c[0]+Rv2122c[1]+Rv3048c[1]+Rv3513c[0],0.0006553599999999937,0.16,4,4,,5,Rv0412c[0]+Rv2122c[1]+Rv3048c[1]+Rv3513c[0]
Rv0412c[0]+Rv2122c[1]+Rv3258c[0],2.6426382861988174e-05,0.16,13,9,,5,Rv0412c[0]+Rv2122c[1]+Rv3258c[0]
Rv0412c[0]+Rv2122c[1]+Rvnt13[-1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv2122c[1]+Rvnt13[-1]
Rv0412c[0]+Rv2167c[0]+Rv2982c[-1],7.150261554378368e-05,0.16,9,7,,5,Rv0412c[0]+Rv2167c[0]+Rv2982c[-1]
Rv0412c[0]+Rv2365c[-1]+Rv2958c[1],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv2365c[-1]+Rv2958c[1]
Rv0412c[0]+Rv2365c[-1]+Rv3407[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv2365c[-1]+Rv3407[-1]
Rv0412c[0]+Rv2365c[0]+Rv2958c[1],0.0006553599999999937,0.16,4,4,,5,Rv0412c[0]+Rv2365c[0]+Rv2958c[1]
Rv0412c[0]+Rv2371[0],6.630540947449859e-05,0.16,23,12,,5,Rv0412c[0]+Rv2371[0]
Rv0412c[0]+Rv2424c[-1]+Rv3891c[1],0.00013590934327023518,0.16,15,9,,5,Rv0412c[0]+Rv2424c[-1]+Rv3891c[1]
Rv0412c[0]+Rv2428[1]+Rv2706c[1],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv2428[1]+Rv2706c[1]
Rv0412c[0]+Rv2446c[-1],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv2446c[-1]
Rv0412c[0]+Rv2483c[0]+Rv3549c[0],-0.0007860510072379423,0.16,41,0,,5,Rv0412c[0]+Rv2483c[0]+Rv3549c[0]
Rv0412c[0]+Rv2552c[-1],1.0995116261902638e-08,0.16,10,10,,5,Rv0412c[0]+Rv2552c[-1]
Rv0412c[0]+Rv2552c[-1]+Rv3534c[-1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv2552c[-1]+Rv3534c[-1]
Rv0412c[0]+Rv2552c[-1]+Rv3534c[0],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv2552c[-1]+Rv3534c[0]
Rv0412c[0]+Rv2600[-1],1.801439852844311e-08,0.16,12,11,,5,Rv0412c[0]+Rv2600[-1]
Rv0412c[0]+Rv2600[-1]+Rv3359[-1],0.000101334384639995,0.16,7,6,,5,Rv0412c[0]+Rv2600[-1]+Rv3359[-1]
Rv0412c[0]+Rv2600[-1]+Rv3359[0],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv2600[-1]+Rv3359[0]
Rv0412c[0]+Rv2635[-1]+Rv3853[-1],0.00010485760000000788,0.16,5,5,,5,Rv0412c[0]+Rv2635[-1]+Rv3853[-1]
Rv0412c[0]+Rv2694c[0],-0.0001948430938756296,0.16,49,0,,5,Rv0412c[0]+Rv2694c[0]
Rv0412c[0]+Rv2694c[0]+Rv3575c[0],-0.0007860510072379423,0.16,41,0,,5,Rv0412c[0]+Rv2694c[0]+Rv3575c[0]
Rv0412c[0]+Rv2694c[1],2.814749544555184e-10,0.16,12,12,,5,Rv0412c[0]+Rv2694c[1]
Rv0412c[0]+Rv2761c[-1],6.871947677566936e-08,0.16,9,9,,5,Rv0412c[0]+Rv2761c[-1]
Rv0412c[0]+Rv2958c[1],1.0335409306172494e-07,0.16,11,10,,5,Rv0412c[0]+Rv2958c[1]
Rv0412c[0]+Rv2958c[1]+Rv3054c[0],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv2958c[1]+Rv3054c[0]
Rv0412c[0]+Rv3054c[0]+Rv3810[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv3054c[0]+Rv3810[-1]
Rv0412c[0]+Rv3192[-1]+Rv3407[-1],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv3192[-1]+Rv3407[-1]
Rv0412c[0]+Rv3235[0]+Rv3891c[1],0.0009067921502371457,0.16,9,6,,5,Rv0412c[0]+Rv3235[0]+Rv3891c[1]
Rv0412c[0]+Rv3300c[-1]+Rv3891c[1],0.0005165105806353987,0.16,14,8,,5,Rv0412c[0]+Rv3300c[-1]+Rv3891c[1]
Rv0412c[0]+Rv3355c[1],0.00020514894109480153,0.16,10,7,,5,Rv0412c[0]+Rv3355c[1]
Rv0412c[0]+Rv3561[-1]+Rv3655c[0],2.6843545599675167e-06,0.16,7,7,,5,Rv0412c[0]+Rv3561[-1]+Rv3655c[0]
Rv0412c[0]+Rv3824c[1]+Rv3848[0],1.6777216000019024e-05,0.16,6,6,,5,Rv0412c[0]+Rv3824c[1]+Rv3848[0]
Rv0412c[0]+Rv3831[1],4.294967296258889e-07,0.16,8,8,,5,Rv0412c[0]+Rv3831[1]
Rv0412c[0]+Rv3853[-1],7.153336255016907e-05,0.16,17,10,,5,Rv0412c[0]+Rv3853[-1]
Rv0412c[0]+Rv3891c[1],9.925308832814395e-06,0.16,20,12,,5,Rv0412c[0]+Rv3891c[1]
Rv0412c[0]+Rv3913[1],4.294967296258889e-07,0.16,8,8,,5,Rv0412c[0]+Rv3913[1]
Rv0414c[-1]+Rv0474[0]+Rv3549c[-1],2.6843545599675167e-06,0.16,7,7,,5,Rv0414c[-1]+Rv0474[0]+Rv3549c[-1]
Rv0417[0]+Rv1947[-1]+Rv2526[0]+Rv3139[-1],0.0005452595199999521,0.16,6,5,,5,Rv0417[0]+Rv1947[-1]+Rv2526[0]+Rv3139[-1]
Rv0417[0]+Rv1947[-1]+Rv3139[-1],0.00048580622475169477,0.16,11,7,,5,Rv0417[0]+Rv1947[-1]+Rv3139[-1]
Rv0422c[0]+Rv2346c[1],2.6843545599675167e-06,0.16,7,7,,5,Rv0422c[0]+Rv2346c[1]
Rv0422c[0]+Rv2706c[1],0.00010485760000000788,0.16,5,5,,5,Rv0422c[0]+Rv2706c[1]
Rv0422c[0]+Rv3235[0]+Rv3553[-1],0.000101334384639995,0.16,7,6,,5,Rv0422c[0]+Rv3235[0]+Rv3553[-1]
Rv0422c[0]+Rv3849[1],0.00010485760000000788,0.16,5,5,,5,Rv0422c[0]+Rv3849[1]
Rv0428c[-1]+Rv0474[0]+Rv2659c[-1],0.00010485760000000788,0.16,5,5,,5,Rv0428c[-1]+Rv0474[0]+Rv2659c[-1]
Rv0428c[-1]+Rv0521[0]+Rv2558[0]+Rv2924c[-1],0.0005452595199999521,0.16,6,5,,5,Rv0428c[-1]+Rv0521[0]+Rv2558[0]+Rv2924c[-1]
Rv0428c[-1]+Rv0719[0]+Rv1246c[0],0.0009067921502371457,0.16,9,6,,5,Rv0428c[-1]+Rv0719[0]+Rv1246c[0]
Rv0428c[-1]+Rv0728c[0],0.000349932460441571,0.16,8,6,,5,Rv0428c[-1]+Rv0728c[0]
Rv0428c[-1]+Rv0796[0]+Rv2915c[0]+Rvnt01[0],0.0005452595199999521,0.16,6,5,,5,Rv0428c[-1]+Rv0796[0]+Rv2915c[0]+Rvnt01[0]
Rv0428c[-1]+Rv0841[0]+Rv1291c[0]+Rv1299[0],0.0009067921502371457,0.16,9,6,,5,Rv0428c[-1]+Rv0841[0]+Rv1291c[0]+Rv1299[0]
Rv0428c[-1]+Rv0867c[0]+Rv3407[-1],1.6777216000019024e-05,0.16,6,6,,5,Rv0428c[-1]+Rv0867c[0]+Rv3407[-1]
Rv0428c[-1]+Rv0890c[0]+Rv1369c--Rv1756c--Rv2355--Rv2479c--Rv2814c--Rv3380c[0]+Rv2553c[-1],0.00010485760000000788,0.16,5,5,,5,Rv0428c[-1]+Rv0890c[0]+Rv1369c--Rv1756c--Rv2355--Rv2479c--Rv2814c--Rv3380c[0]+Rv2553c[-1]
Rv0428c[-1]+Rv0935[0]+Rv1975[0]+Rv3911[0],0.0005452595199999521,0.16,6,5,,5,Rv0428c[-1]+Rv0935[0]+Rv1975[0]+Rv3911[0]
Rv0428c[-1]+Rv0935[0]+Rv2028c[0]+Rv3107c[0],0.00010485760000000788,0.16,5,5,,5,Rv0428c[-1]+Rv0935[0]+Rv2028c[0]+Rv3107c[0]
