GENE_ID,Start,End,Strand,Length
Rv3718c,4161815,4162258,-,443
Rv3719,4162306,4163718,+,1412
Rv3720,4163736,4164998,+,1262
Rv3721c,4164995,4166731,-,1736
Rv3722c,4166821,4168128,-,1307
Rv3723,4168536,4169300,+,764
Rv3724A,4169467,4169709,+,242
Rv3724B,4169606,4170169,+,563
Rv3725,4170214,4171143,+,929
Rv3726,4171421,4172614,+,1193
Rv3727,4172955,4174763,+,1808
Rv3728,4174873,4178070,+,3197
Rv3729,4178285,4180615,+,2330
Rv3730c,4180680,4181720,-,1040
Rv3731,4181758,4182834,+,1076
Rv3732,4182934,4183992,+,1058
Rv3733c,4184012,4184512,-,500
Rv3734c,4184526,4185890,-,1364
Rv3735,4186089,4186577,+,488
Rv3736,4186634,4187695,+,1061
Rv3737,4187699,4189288,+,1589
Rv3738c,4189285,4190232,-,947
Rv3739c,4190284,4190517,-,233
Rv3740c,4190833,4192179,-,1346
Rv3741c,4192179,4192853,-,674
Rv3742c,4192850,4193245,-,395
Rv3743c,4193391,4195373,-,1982
Rv3744,4195440,4195802,+,362
Rv3745c,4195886,4196098,-,212
Rv3746c,4196171,4196506,-,335
Rv3747,4196724,4197107,+,383
Rv3748,4197236,4197595,+,359
Rv3749c,4197628,4198137,-,509
Rv3750c,4198205,4198597,-,392
Rv3751,4198874,4199089,+,215
Rv3752c,4199247,4199705,-,458
Rv3753c,4199721,4200221,-,500
Rv3754,4200421,4201326,+,905
Rv3755c,4201289,4201888,-,599
Rv3756c,4201894,4202613,-,719
Rv3757c,4202610,4203299,-,689
Rv3758c,4203287,4204417,-,1130
Rv3759c,4204426,4205373,-,947
Rv3760,4205538,4205840,+,302
Rv3761c,4205862,4206917,-,1055
Rv3762c,4206996,4208876,-,1880
Rv3763,4209047,4209526,+,479
Rv3764c,4209582,4211009,-,1427
Rv3765c,4211080,4211784,-,704
Rv3766,4212293,4212982,+,689
Rv3767c,4212996,4213940,-,944
Rv3768,4214070,4214429,+,359
Rv3769,4214615,4214887,+,272
Rv3770A,4215881,4216063,-,182
Rv3770B,4216078,4216269,-,191
Rv3770c,4215200,4215775,-,575
Rv3771c,4216404,4216730,-,326
Rv3772,4217134,4218195,+,1061
Rv3773c,4218241,4218825,-,584
Rv3774,4218849,4219673,+,824
Rv3775,4219685,4220932,+,1247
Rv3776,4221089,4222648,+,1559
Rv3777,4222694,4223680,+,986
Rv3778c,4223699,4224895,-,1196
Rv3779,4224985,4226985,+,2000
Rv3780,4226989,4227525,+,536
Rv3781,4227529,4228350,+,821
Rv3782,4228347,4229261,+,914
Rv3783,4229258,4230100,+,842
Rv3784,4230256,4231236,+,980
Rv3785,4231320,4232393,+,1073
Rv3786c,4232374,4233597,-,1223
Rv3787c,4233610,4234536,-,926
Rv3788,4234780,4235265,+,485
Rv3789,4235374,4235739,+,365
Rv3790,4235779,4237164,+,1385
Rv3791,4237165,4237929,+,764
Rv3792,4237932,4239863,+,1931
Rv3793,4239863,4243147,+,3284
Rv3794,4243233,4246517,+,3284
Rv3795,4246514,4249810,+,3296
Rv3796,4249878,4251005,+,1127
Rv3797,4251085,4252866,+,1781
Rv3798,4252993,4254327,+,1334
Rv3799c,4254380,4255948,-,1568
Rv3800c,4255945,4261146,-,5201
Rv3801c,4261153,4263066,-,1913
Rv3802c,4263355,4264365,-,1010
Rv3803c,4264563,4265462,-,899
Rv3804c,4265642,4266658,-,1016
Rv3805c,4266953,4268836,-,1883
Rv3806c,4268925,4269833,-,908
Rv3807c,4269840,4270337,-,497
Rv3808c,4270366,4272279,-,1913
Rv3809c,4272276,4273475,-,1199
Rv3810,4273739,4274593,+,854
Rv3811,4274798,4276417,+,1619
Rv3812,4276571,4278085,+,1514
Rv3813c,4278394,4279215,-,821
Rv3814c,4279230,4280015,-,785
Rv3815c,4280033,4280788,-,755
Rv3816c,4280792,4281571,-,779
Rv3817,4281647,4282402,+,755
Rv3818,4282449,4283999,+,1550
Rv3819,4283996,4284331,+,335
Rv3820c,4284419,4285825,-,1406
Rv3821,4285973,4286686,+,713
Rv3822,4286721,4287935,+,1214
Rv3823c,4288260,4291529,-,3269
Rv3824c,4291639,4293174,-,1535
Rv3825c,4293225,4299605,-,6380
Rv3826,4299812,4301566,+,1754
Rv3827c,4301563,4302789,-,1226
Rv3828c,4302786,4303397,-,611
Rv3829c,4303398,4305008,-,1610
Rv3830c,4305056,4305685,-,629
Rv3831,4305757,4306239,+,482
Rv3832c,4306236,4306811,-,575
Rv3833,4306867,4307658,+,791
Rv3834c,4307655,4308914,-,1259
Rv3835,4309047,4310396,+,1349
Rv3836,4310401,4310814,+,413
Rv3837c,4311009,4311707,-,698
Rv3838c,4311704,4312669,-,965
Rv3839,4312765,4313541,+,776
Rv3840,4313567,4313980,+,413
Rv3841,4314178,4314723,+,545
Rv3842c,4314738,4315562,-,824
Rv3843c,4315568,4316596,-,1028
Rv3844,4318775,4319266,+,491
Rv3845,4319281,4319640,+,359
Rv3846,4320704,4321327,+,623
Rv3847,4321538,4322071,+,533
Rv3848,4322326,4323234,+,908
Rv3849,4323499,4323897,+,398
Rv3850,4324015,4324671,+,656
Rv3851,4324683,4324967,+,284
Rv3852,4325074,4325478,+,404
Rv3853,4325495,4325968,+,473
Rv3854c,4326004,4327473,-,1469
Rv3855,4327549,4328199,+,650
Rv3856c,4328401,4329408,-,1007
Rv3857c,4329417,4329614,-,197
Rv3858c,4330039,4331505,-,1466
Rv3859c,4331498,4336081,-,4583
Rv3860,4336777,4337949,+,1172
Rv3861,4337946,4338272,+,326
Rv3862c,4338171,4338521,-,350
Rv3863,4338849,4340027,+,1178
Rv3864,4340270,4341478,+,1208
Rv3865,4341566,4341877,+,311
Rv3866,4341880,4342731,+,851
Rv3867,4342770,4343321,+,551
Rv3868,4343314,4345035,+,1721
Rv3869,4345039,4346481,+,1442
Rv3870,4346481,4348724,+,2243
Rv3871,4348827,4350602,+,1775
Rv3872,4350745,4351044,+,299
Rv3873,4351075,4352181,+,1106
Rv3874,4352274,4352576,+,302
Rv3875,4352609,4352896,+,287
Rv3876,4353010,4355010,+,2000
Rv3877,4355007,4356542,+,1535
Rv3878,4356693,4357535,+,842
Rv3879c,4357593,4359782,-,2189
Rv3880c,4360199,4360546,-,347
Rv3881c,4360543,4361925,-,1382
Rv3882c,4362032,4363420,-,1388
Rv3883c,4363417,4364757,-,1340
Rv3884c,4364979,4366838,-,1859
Rv3885c,4366908,4368521,-,1613
Rv3886c,4368518,4370170,-,1652
Rv3887c,4370155,4371684,-,1529
Rv3888c,4371681,4372706,-,1025
Rv3889c,4372800,4373630,-,830
Rv3890c,4373726,4374013,-,287
Rv3891c,4374049,4374372,-,323
Rv3892c,4374484,4375683,-,1199
Rv3893c,4375762,4375995,-,233
Rv3894c,4376262,4380452,-,4190
Rv3895c,4380453,4381940,-,1487
Rv3896c,4381943,4382851,-,908
Rv3897c,4383008,4383640,-,632
Rv3898c,4383653,4383985,-,332
Rv3899c,4384147,4385379,-,1232
Rv3900c,4385373,4386308,-,935
Rv3901c,4386365,4386814,-,449
Rv3902c,4387365,4387895,-,530
Rv3903c,4387892,4390432,-,2540
Rv3904c,4390437,4390709,-,272
Rv3905c,4390720,4391031,-,311
Rv3906c,4391097,4391606,-,509
Rv3907c,4391631,4393073,-,1442
Rv3908,4393449,4394195,+,746
Rv3909,4394192,4396600,+,2408
Rv3910,4396597,4400151,+,3554
Rv3911,4400186,4400854,+,668
Rv3912,4400870,4401634,+,764
Rv3913,4401728,4402735,+,1007
Rv3914,4402732,4403082,+,350
Rv3915,4403192,4404412,+,1220
Rv3916c,4404433,4405167,-,734
Rv3917c,4405457,4406491,-,1034
Rv3918c,4406488,4407531,-,1043
Rv3919c,4407528,4408202,-,674
Rv3920c,4408334,4408897,-,563
Rv3921c,4408969,4410069,-,1100
Rv3922c,4410053,4410415,-,362
Rv3923c,4410412,4410762,-,350
Rv3924c,4410786,4410929,-,143
Rvnr01,1471846,1473382,+,1536
Rvnr02,1473658,1476795,+,3137
Rvnr03,1476899,1477013,+,114
Rvns01,2500445,2500751,-,306
Rvns02,3467813,3468419,-,606
Rvnt01,10887,10960,+,73
Rvnt02,11112,11184,+,72
Rvnt03,25644,25726,+,82
Rvnt04,386204,386274,-,70
Rvnt05,658109,658189,+,80
Rvnt06,731494,731566,+,72
Rvnt07,731603,731676,+,73
Rvnt08,733524,733596,+,72
Rvnt09,850642,850713,-,71
Rvnt10,923803,923875,-,72
Rvnt11,923999,924072,+,73
Rvnt12,924110,924183,+,73
Rvnt13,924213,924286,+,73
Rvnt14,1025321,1025393,-,72
Rvnt15,1113511,1113583,+,72
Rvnt16,1138076,1138147,-,71
Rvnt17,1177396,1177469,+,73
Rvnt18,1446193,1446265,-,72
Rvnt19,1512728,1512811,+,83
Rvnt20,1828015,1828088,-,73
Rvnt21,1946613,1946686,+,73
Rvnt22,2401987,2402072,+,85
Rvnt23,2510598,2510669,-,71
Rvnt24,2581764,2581837,-,73
Rvnt25,2619407,2619479,-,72
Rvnt26,2765331,2765404,-,73
Rvnt27,2765541,2765611,+,70
Rvnt28,2794176,2794249,+,73
Rvnt29,2827854,2827926,+,72
Rvnt30,2835494,2835566,+,72
Rvnt31,2969497,2969568,-,71
Rvnt32,2969753,2969825,+,72
Rvnt33,2969855,2969925,+,70
Rvnt34,2969942,2970013,+,71
Rvnt35,3348547,3348619,-,72
Rvnt36,3348659,3348730,-,71
Rvnt37,3431840,3431912,-,72
Rvnt38,3559370,3559443,-,73
Rvnt39,4081365,4081437,-,72
Rvnt40,4126541,4126614,+,73
Rvnt41,4168345,4168430,+,85
Rvnt42,4199131,4199217,-,86
Rvnt43,4216865,4216937,-,72
Rvnt44,4216968,4217056,-,88
Rvnt45,4222581,4222667,-,86
